Timestamp,PlaybackTime,VideoFrame,GazeDir.x,GazeDir.y,GazeDir.z,GazeOrigin.x,GazeOrigin.y,GazeOrigin.z,GazeYaw,GazePitch,LeftPupilDiam_NA,RightPupilDiam_NA,LeftOpenness,RightOpenness,BlinkL,BlinkR,LidTightenerL,LidTightenerR,UpperLidRaiserL,UpperLidRaiserR,LeftConfidence,RightConfidence,IsFixating,FixationDurationMs,BothEyesValid
0.2971,0.000,-1,0.095105,0.030078,0.995013,-0.079820,1.097135,-0.245630,5.4599,1.7236,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.3129,0.000,0,0.099551,0.029096,0.994607,-0.079722,1.097046,-0.245480,5.7158,1.6673,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,15.7,1
0.3267,0.000,0,0.099551,0.029096,0.994607,-0.079722,1.097046,-0.245480,5.7158,1.6673,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,29.5,1
0.3392,0.000,0,0.099551,0.029096,0.994607,-0.079722,1.097046,-0.245480,5.7158,1.6673,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,42.1,1
0.3533,0.000,0,0.102866,0.016491,0.994559,-0.079602,1.096958,-0.245328,5.9050,0.9449,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.3660,0.000,0,0.102866,0.016491,0.994559,-0.079602,1.096958,-0.245328,5.9050,0.9449,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.3810,0.000,0,0.107958,0.016212,0.994023,-0.079551,1.096932,-0.245156,6.1984,0.9289,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,15.0,1
0.3950,0.000,0,0.107958,0.016212,0.994023,-0.079551,1.096932,-0.245156,6.1984,0.9289,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,29.1,1
0.4095,0.000,0,0.107958,0.016212,0.994023,-0.079551,1.096932,-0.245156,6.1984,0.9289,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,43.6,1
0.4224,0.000,0,0.155971,0.025358,0.987436,-0.079524,1.096953,-0.244987,8.9760,1.4530,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.4352,0.000,0,0.155971,0.025358,0.987436,-0.079524,1.096953,-0.244987,8.9760,1.4530,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.4498,0.000,0,0.154633,0.038675,0.987215,-0.079498,1.096955,-0.244812,8.9022,2.2165,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.4641,0.000,0,0.154633,0.038675,0.987215,-0.079498,1.096955,-0.244812,8.9022,2.2165,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.4784,0.000,0,0.160381,0.038859,0.986290,-0.079451,1.096941,-0.244616,9.2360,2.2270,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,14.3,1
0.4924,0.000,0,0.160381,0.038859,0.986290,-0.079451,1.096941,-0.244616,9.2360,2.2270,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,28.3,1
0.5062,0.000,0,0.160381,0.038859,0.986290,-0.079451,1.096941,-0.244616,9.2360,2.2270,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,42.1,1
0.5199,0.000,0,0.163879,-0.007248,0.986454,-0.079488,1.096943,-0.244500,9.4324,-0.4153,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.5337,0.000,0,0.163879,-0.007248,0.986454,-0.079488,1.096943,-0.244500,9.4324,-0.4153,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.5488,0.000,0,0.170898,-0.028454,0.984878,-0.079539,1.096920,-0.244389,9.8440,-1.6305,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.5629,0.000,0,0.170898,-0.028454,0.984878,-0.079539,1.096920,-0.244389,9.8440,-1.6305,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.5763,0.000,0,0.165369,-0.035606,0.985589,-0.079528,1.096832,-0.244277,9.5247,-2.0405,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.5886,0.000,0,0.165369,-0.035606,0.985589,-0.079528,1.096832,-0.244277,9.5247,-2.0405,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.6024,0.000,0,0.165369,-0.035606,0.985589,-0.079528,1.096832,-0.244277,9.5247,-2.0405,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,13.8,1
0.6173,0.000,0,0.152671,-0.035206,0.987650,-0.079559,1.096715,-0.244173,8.7872,-2.0175,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.6307,0.000,0,0.152671,-0.035206,0.987650,-0.079559,1.096715,-0.244173,8.7872,-2.0175,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.6464,0.000,0,0.153982,-0.058353,0.986349,-0.079635,1.096578,-0.244070,8.8730,-3.3453,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.6595,0.000,0,0.153982,-0.058353,0.986349,-0.079635,1.096578,-0.244070,8.8730,-3.3453,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.6729,0.000,0,0.153982,-0.058353,0.986349,-0.079635,1.096578,-0.244070,8.8730,-3.3453,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,13.3,1
0.6866,0.000,0,0.156422,-0.097235,0.982892,-0.079706,1.096471,-0.243959,9.0425,-5.5800,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.6991,0.000,0,0.156422,-0.097235,0.982892,-0.079706,1.096471,-0.243959,9.0425,-5.5800,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.7146,0.000,0,0.128222,-0.182563,0.974797,-0.079812,1.096369,-0.243829,7.4935,-10.5191,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.7285,0.000,0,0.128222,-0.182563,0.974797,-0.079812,1.096369,-0.243829,7.4935,-10.5191,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.7429,0.000,0,0.125322,-0.194694,0.972825,-0.079903,1.096182,-0.243729,7.3406,-11.2268,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.7563,0.000,0,0.125322,-0.194694,0.972825,-0.079903,1.096182,-0.243729,7.3406,-11.2268,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.7695,0.000,0,0.125322,-0.194694,0.972825,-0.079903,1.096182,-0.243729,7.3406,-11.2268,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,13.2,1
0.7838,0.000,0,0.117512,-0.199169,0.972894,-0.079984,1.095936,-0.243621,6.8871,-11.4884,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.7969,0.000,0,0.117512,-0.199169,0.972894,-0.079984,1.095936,-0.243621,6.8871,-11.4884,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.8124,0.000,0,0.117955,-0.202760,0.972098,-0.080011,1.095568,-0.243505,6.9185,-11.6984,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,15.5,1
0.8259,0.000,0,0.117955,-0.202760,0.972098,-0.080011,1.095568,-0.243505,6.9185,-11.6984,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,29.1,1
0.8392,0.000,0,0.117955,-0.202760,0.972098,-0.080011,1.095568,-0.243505,6.9185,-11.6984,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,42.4,1
0.8538,0.000,0,0.126675,-0.208002,0.969891,-0.079988,1.095084,-0.243380,7.4411,-12.0053,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.8671,0.000,0,0.126675,-0.208002,0.969891,-0.079988,1.095084,-0.243380,7.4411,-12.0053,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.8815,0.000,0,0.134761,-0.214282,0.967431,-0.079949,1.094515,-0.243214,7.9301,-12.3734,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,0,0.0,1
0.8955,0.000,0,0.134761,-0.214282,0.967431,-0.079949,1.094515,-0.243214,7.9301,-12.3734,-1.0000,-1.0000,0.8305,0.8182,0,0,0.7271,0.7282,0.0148,0.0000,0.9980,0.9980,1,0.0,1
0.9098,0.000,0,0.134761,-0.214282,0.967431,-0.079949,1.094515,-0.243214,7.9301,-12.3734,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,14.3,1
0.9229,0.000,0,0.139089,-0.258414,0.955969,-0.079851,1.093861,-0.243005,8.2782,-14.9760,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
0.9364,0.000,0,0.139089,-0.258414,0.955969,-0.079851,1.093861,-0.243005,8.2782,-14.9760,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
0.9509,0.000,0,0.205047,-0.310831,0.928084,-0.079717,1.093145,-0.242715,12.4585,-18.1093,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
0.9637,0.000,0,0.205047,-0.310831,0.928084,-0.079717,1.093145,-0.242715,12.4585,-18.1093,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
0.9792,0.000,0,0.207592,-0.319408,0.924600,-0.079513,1.092432,-0.242338,12.6543,-18.6271,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
0.9928,0.000,0,0.207592,-0.319408,0.924600,-0.079513,1.092432,-0.242338,12.6543,-18.6271,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.0063,0.000,0,0.207592,-0.319408,0.924600,-0.079513,1.092432,-0.242338,12.6543,-18.6271,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,13.5,1
1.0200,0.000,0,0.209889,-0.318397,0.924430,-0.079257,1.091702,-0.241882,12.7920,-18.5660,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,27.2,1
1.0331,0.000,0,0.209889,-0.318397,0.924430,-0.079257,1.091702,-0.241882,12.7920,-18.5660,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,40.3,1
1.0476,0.000,0,0.212525,-0.323260,0.922137,-0.078956,1.090917,-0.241364,12.9784,-18.8602,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,54.8,1
1.0616,0.000,0,0.212525,-0.323260,0.922137,-0.078956,1.090917,-0.241364,12.9784,-18.8602,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,68.8,1
1.0761,0.000,0,0.212525,-0.323260,0.922137,-0.078956,1.090917,-0.241364,12.9784,-18.8602,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,83.3,1
1.0900,0.000,0,0.205964,-0.332971,0.920168,-0.078642,1.090086,-0.240812,12.6167,-19.4492,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.1029,0.000,0,0.205964,-0.332971,0.920168,-0.078642,1.090086,-0.240812,12.6167,-19.4492,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.1176,0.000,0,0.203825,-0.333907,0.920305,-0.078336,1.089302,-0.240336,12.4880,-19.5061,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,14.6,1
1.1310,0.000,0,0.203825,-0.333907,0.920305,-0.078336,1.089302,-0.240336,12.4880,-19.5061,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,28.1,1
1.1464,0.000,0,0.207552,-0.343375,0.915978,-0.078013,1.088579,-0.239842,12.7671,-20.0826,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.1588,0.000,0,0.207552,-0.343375,0.915978,-0.078013,1.088579,-0.239842,12.7671,-20.0826,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.1730,0.000,0,0.207552,-0.343375,0.915978,-0.078013,1.088579,-0.239842,12.7671,-20.0826,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,14.2,1
1.1869,0.000,0,0.211812,-0.359446,0.908809,-0.077738,1.087933,-0.239305,13.1195,-21.0662,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.2006,0.000,0,0.211812,-0.359446,0.908809,-0.077738,1.087933,-0.239305,13.1195,-21.0662,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.2152,0.000,0,0.275507,-0.374623,0.885298,-0.077436,1.087281,-0.238764,17.2863,-22.0010,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.2289,0.000,0,0.275507,-0.374623,0.885298,-0.077436,1.087281,-0.238764,17.2863,-22.0010,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.2430,0.000,0,0.275507,-0.374623,0.885298,-0.077436,1.087281,-0.238764,17.2863,-22.0010,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,14.2,1
1.2566,0.000,0,0.342735,-0.381002,0.858703,-0.077016,1.086569,-0.238225,21.7585,-22.3957,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.2704,0.000,0,0.342735,-0.381002,0.858703,-0.077016,1.086569,-0.238225,21.7585,-22.3957,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.2841,0.000,0,0.349415,-0.382953,0.855135,-0.076447,1.085773,-0.237704,22.2253,-22.5167,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.2979,0.000,0,0.349415,-0.382953,0.855135,-0.076447,1.085773,-0.237704,22.2253,-22.5167,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.3124,0.000,0,0.336018,-0.392382,0.856229,-0.075867,1.084879,-0.237231,21.4270,-23.1028,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.3259,0.000,0,0.336018,-0.392382,0.856229,-0.075867,1.084879,-0.237231,21.4270,-23.1028,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.3396,0.000,0,0.336018,-0.392382,0.856229,-0.075867,1.084879,-0.237231,21.4270,-23.1028,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,13.7,1
1.3536,0.000,0,0.340484,-0.402148,0.849911,-0.075144,1.084020,-0.236737,21.8316,-23.7125,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.3673,0.000,0,0.340484,-0.402148,0.849911,-0.075144,1.084020,-0.236737,21.8316,-23.7125,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.3817,0.000,0,0.344558,-0.407178,0.845864,-0.074335,1.083253,-0.236215,22.1633,-24.0277,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.3953,0.000,0,0.344558,-0.407178,0.845864,-0.074335,1.083253,-0.236215,22.1633,-24.0277,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.4097,0.000,0,0.344558,-0.407178,0.845864,-0.074335,1.083253,-0.236215,22.1633,-24.0277,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,14.4,1
1.4230,0.000,0,0.345511,-0.400275,0.848765,-0.073511,1.082590,-0.235709,22.1500,-23.5954,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.4370,0.000,0,0.345511,-0.400275,0.848765,-0.073511,1.082590,-0.235709,22.1500,-23.5954,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.4507,0.000,0,0.343149,-0.404336,0.847798,-0.072746,1.081983,-0.235264,22.0358,-23.8495,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,13.7,1
1.4642,0.000,0,0.343149,-0.404336,0.847798,-0.072746,1.081983,-0.235264,22.0358,-23.8495,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,27.2,1
1.4792,0.000,0,0.353246,-0.410897,0.840465,-0.071973,1.081382,-0.234883,22.7970,-24.2612,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.4928,0.000,0,0.353246,-0.410897,0.840465,-0.071973,1.081382,-0.234883,22.7970,-24.2612,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.5074,1.200,36,0.353246,-0.410897,0.840465,-0.071973,1.081382,-0.234883,22.7970,-24.2612,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,14.6,1
1.5203,1.200,36,0.451506,-0.432152,0.780632,-0.071203,1.080815,-0.234568,30.0444,-25.6042,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.5348,1.233,37,0.451506,-0.432152,0.780632,-0.071203,1.080815,-0.234568,30.0444,-25.6042,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.5487,1.233,37,0.459597,-0.436224,0.773615,-0.070570,1.080391,-0.234320,30.7141,-25.8632,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.5612,1.233,37,0.459597,-0.436224,0.773615,-0.070570,1.080391,-0.234320,30.7141,-25.8632,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,0.0,1
1.5767,1.267,38,0.461357,-0.437917,0.771608,-0.069851,1.080220,-0.233992,30.8759,-25.9711,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,15.5,1
1.5900,1.267,38,0.461357,-0.437917,0.771608,-0.069851,1.080220,-0.233992,30.8759,-25.9711,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,28.8,1
1.6036,1.300,39,0.461357,-0.437917,0.771608,-0.069851,1.080220,-0.233992,30.8759,-25.9711,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,42.5,1
1.6178,1.300,39,0.459129,-0.433314,0.775525,-0.069186,1.080212,-0.233667,30.6265,-25.6781,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,56.6,1
1.6322,1.333,40,0.459129,-0.433314,0.775525,-0.069186,1.080212,-0.233667,30.6265,-25.6781,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,71.0,1
1.6461,1.333,40,0.461712,-0.434096,0.773552,-0.068667,1.080161,-0.233445,30.8319,-25.7278,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,85.0,1
1.6588,1.333,40,0.461712,-0.434096,0.773552,-0.068667,1.080161,-0.233445,30.8319,-25.7278,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,97.7,1
1.6742,1.367,41,0.461712,-0.434096,0.773552,-0.068667,1.080161,-0.233445,30.8319,-25.7278,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,113.0,1
1.6869,1.367,41,0.462453,-0.434533,0.772863,-0.068305,1.080036,-0.233290,30.8948,-25.7556,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,125.7,1
1.7000,1.400,42,0.462453,-0.434533,0.772863,-0.068305,1.080036,-0.233290,30.8948,-25.7556,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,138.8,1
1.7152,1.400,42,0.463771,-0.436542,0.770939,-0.067951,1.079864,-0.233197,31.0297,-25.8835,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,154.1,1
1.7286,1.400,42,0.463771,-0.436542,0.770939,-0.067951,1.079864,-0.233197,31.0297,-25.8835,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,167.5,1
1.7430,1.433,43,0.463771,-0.436542,0.770939,-0.067951,1.079864,-0.233197,31.0297,-25.8835,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,181.9,1
1.7566,1.433,43,0.463655,-0.435023,0.771867,-0.067667,1.079681,-0.233099,30.9929,-25.7867,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,195.4,1
1.7703,1.467,44,0.463655,-0.435023,0.771867,-0.067667,1.079681,-0.233099,30.9929,-25.7867,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,1,209.1,1
1.7843,1.467,44,0.328922,-0.455741,0.827110,-0.067486,1.079459,-0.233057,21.6866,-27.1126,-1.0000,-1.0000,0.8283,0.7666,0,0,0.3016,0.4189,0.0001,0.0000,0.9980,0.9980,0,0.0,1
1.7987,1.500,45,0.328922,-0.455741,0.827110,-0.067486,1.079459,-0.233057,21.6866,-27.1126,-1.0000,-1.0000,0.7794,0.7234,0,0,0.1860,0.2986,0.0000,0.0000,0.9980,0.9980,1,0.0,1
1.8127,1.500,45,0.320032,-0.460537,0.827940,-0.067318,1.079252,-0.232993,21.1335,-27.4218,-1.0000,-1.0000,0.7794,0.7234,0,0,0.1860,0.2986,0.0000,0.0000,0.9980,0.9980,0,0.0,1
1.8258,1.500,45,0.320032,-0.460537,0.827940,-0.067318,1.079252,-0.232993,21.1335,-27.4218,-1.0000,-1.0000,0.7794,0.7234,0,0,0.1860,0.2986,0.0000,0.0000,0.9980,0.9980,1,0.0,1
1.8402,1.533,46,0.320032,-0.460537,0.827940,-0.067318,1.079252,-0.232993,21.1335,-27.4218,-1.0000,-1.0000,0.7794,0.7234,0,0,0.1860,0.2986,0.0000,0.0000,0.9980,0.9980,1,14.4,1
1.8540,1.533,46,0.314422,-0.466658,0.826661,-0.067064,1.079092,-0.232885,20.8244,-27.8176,-1.0000,-1.0000,0.7794,0.7234,0,0,0.1860,0.2986,0.0000,0.0000,0.9980,0.9980,0,0.0,1
1.8673,1.567,47,0.314422,-0.466658,0.826661,-0.067064,1.079092,-0.232885,20.8244,-27.8176,-1.0000,-1.0000,0.7794,0.7234,0,0,0.1860,0.2986,0.0000,0.0000,0.9980,0.9980,1,0.0,1
1.8815,1.567,47,0.316400,-0.463503,0.827681,-0.066638,1.079039,-0.232777,20.9205,-27.6134,-1.0000,-1.0000,0.7794,0.7234,0,0,0.1860,0.2986,0.0000,0.0000,0.9980,0.9980,1,14.2,1
1.8951,1.567,47,0.316400,-0.463503,0.827681,-0.066638,1.079039,-0.232777,20.9205,-27.6134,-1.0000,-1.0000,0.7794,0.7234,0,0,0.1860,0.2986,0.0000,0.0000,0.9980,0.9980,1,27.8,1
