Timestamp,PlaybackTime,VideoFrame,HeadYaw,HeadPitch,HeadRoll,GazeYaw,GazePitch,GazeRelativeH,GazeRelativeV,EyeHeadOffset,AbsoluteGazeYaw,AbsoluteGazePitch,LeftOpenness,RightOpenness,BlinkL,BlinkR,FaceIsValid,SmileL,SmileR,BrowDownL,BrowDownR,JawOpen,EyeClosedL,EyeClosedR,FaceActivity
0.2971,0.000,-1,4.8021,-13.1230,5.0153,5.4599,1.7236,0.6578,14.8465,14.8611,5.4599,1.7236,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.3129,0.000,0,4.7950,-13.1019,5.0046,5.7158,1.6673,0.9208,14.7692,14.7979,5.7158,1.6673,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.3267,0.000,0,4.7934,-13.0855,4.9850,5.7158,1.6673,0.9224,14.7528,14.7816,5.7158,1.6673,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.3392,0.000,0,4.7937,-13.0704,4.9745,5.7158,1.6673,0.9221,14.7377,14.7666,5.7158,1.6673,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.3533,0.000,0,4.7936,-13.0635,4.9633,5.9050,0.9449,1.1114,14.0084,14.0525,5.9050,0.9449,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.3660,0.000,0,4.7913,-13.0595,4.9612,5.9050,0.9449,1.1138,14.0044,14.0487,5.9050,0.9449,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.3810,0.000,0,4.7850,-13.0597,4.9733,6.1984,0.9289,1.4134,13.9886,14.0598,6.1984,0.9289,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.3950,0.000,0,4.7800,-13.0577,4.9773,6.1984,0.9289,1.4184,13.9866,14.0584,6.1984,0.9289,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.4095,0.000,0,4.7734,-13.0504,4.9828,6.1984,0.9289,1.4251,13.9793,14.0518,6.1984,0.9289,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.4224,0.000,0,4.7662,-13.0425,4.9863,8.9760,1.4530,4.2098,14.4955,15.0945,8.9760,1.4530,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.4352,0.000,0,4.7585,-13.0351,4.9962,8.9760,1.4530,4.2175,14.4882,15.0896,8.9760,1.4530,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.4498,0.000,0,4.7487,-13.0269,5.0024,8.9022,2.2165,4.1535,15.2434,15.7991,8.9022,2.2165,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.4641,0.000,0,4.7390,-13.0143,5.0063,8.9022,2.2165,4.1633,15.2307,15.7895,8.9022,2.2165,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.4784,0.000,0,4.7346,-13.0047,5.0043,9.2360,2.2270,4.5014,15.2317,15.8829,9.2360,2.2270,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.4924,0.000,0,4.7265,-12.9914,5.0068,9.2360,2.2270,4.5096,15.2184,15.8724,9.2360,2.2270,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.5062,0.000,0,4.7165,-12.9754,5.0080,9.2360,2.2270,4.5195,15.2024,15.8599,9.2360,2.2270,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.5199,0.000,0,4.7045,-12.9587,5.0147,9.4324,-0.4153,4.7279,12.5434,13.4048,9.4324,-0.4153,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.5337,0.000,0,4.6966,-12.9369,5.0197,9.4324,-0.4153,4.7358,12.5217,13.3873,9.4324,-0.4153,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.5488,0.000,0,4.6893,-12.9154,5.0189,9.8440,-1.6305,5.1548,11.2849,12.4065,9.8440,-1.6305,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.5629,0.000,0,4.6796,-12.8895,5.0128,9.8440,-1.6305,5.1644,11.2590,12.3869,9.8440,-1.6305,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.5763,0.000,0,4.6701,-12.8615,5.0048,9.5247,-2.0405,4.8547,10.8209,11.8601,9.5247,-2.0405,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.5886,0.000,0,4.6559,-12.8229,5.0056,9.5247,-2.0405,4.8689,10.7823,11.8307,9.5247,-2.0405,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.6024,0.000,0,4.6502,-12.7877,5.0115,9.5247,-2.0405,4.8746,10.7472,11.8010,9.5247,-2.0405,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.6173,0.000,0,4.6400,-12.7438,5.0192,8.7872,-2.0175,4.1472,10.7262,11.5001,8.7872,-2.0175,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.6307,0.000,0,4.6304,-12.7069,5.0257,8.7872,-2.0175,4.1568,10.6894,11.4692,8.7872,-2.0175,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.6464,0.000,0,4.6283,-12.6670,5.0183,8.8730,-3.3453,4.2446,9.3217,10.2426,8.8730,-3.3453,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.6595,0.000,0,4.6247,-12.6266,5.0057,8.8730,-3.3453,4.2483,9.2813,10.2074,8.8730,-3.3453,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.6729,0.000,0,4.6205,-12.5757,4.9930,8.8730,-3.3453,4.2525,9.2304,10.1628,8.8730,-3.3453,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.6866,0.000,0,4.6104,-12.5054,4.9976,9.0425,-5.5800,4.4320,6.9254,8.2222,9.0425,-5.5800,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.6991,0.000,0,4.5948,-12.4345,5.0121,9.0425,-5.5800,4.4477,6.8545,8.1711,9.0425,-5.5800,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.7146,0.000,0,4.5840,-12.3567,5.0166,7.4935,-10.5191,2.9095,1.8376,3.4413,7.4935,-10.5191,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.7285,0.000,0,4.5736,-12.2781,5.0220,7.4935,-10.5191,2.9199,1.7590,3.4088,7.4935,-10.5191,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.7429,0.000,0,4.5815,-12.1944,5.0189,7.3406,-11.2268,2.7591,0.9675,2.9238,7.3406,-11.2268,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.7563,0.000,0,4.5905,-12.1015,5.0270,7.3406,-11.2268,2.7501,0.8747,2.8858,7.3406,-11.2268,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.7695,0.000,0,4.6012,-12.0006,5.0334,7.3406,-11.2268,2.7394,0.7738,2.8466,7.3406,-11.2268,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.7838,0.000,0,4.6202,-11.8818,5.0555,6.8871,-11.4884,2.2670,0.3935,2.3009,6.8871,-11.4884,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.7969,0.000,0,4.6330,-11.7529,5.0828,6.8871,-11.4884,2.2541,0.2645,2.2696,6.8871,-11.4884,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.8124,0.000,0,4.6614,-11.6086,5.1009,6.9185,-11.6984,2.2571,-0.0898,2.2588,6.9185,-11.6984,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.8259,0.000,0,4.6890,-11.4432,5.1195,6.9185,-11.6984,2.2294,-0.2552,2.2440,6.9185,-11.6984,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.8392,0.000,0,4.7301,-11.2604,5.1316,6.9185,-11.6984,2.1884,-0.4380,2.2318,6.9185,-11.6984,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.8538,0.000,0,4.7729,-11.0611,5.1504,7.4411,-12.0053,2.6682,-0.9441,2.8303,7.4411,-12.0053,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.8671,0.000,0,4.8232,-10.8563,5.1686,7.4411,-12.0053,2.6179,-1.1489,2.8590,7.4411,-12.0053,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.8815,0.000,0,4.8784,-10.6382,5.1810,7.9301,-12.3734,3.0517,-1.7352,3.5105,7.9301,-12.3734,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.8955,0.000,0,4.9361,-10.4227,5.2065,7.9301,-12.3734,2.9940,-1.9507,3.5735,7.9301,-12.3734,0.8305,0.8182,0,0,1,0.000,0.000,0.216,0.198,0.011,0.002,0.014,0.0691
0.9098,0.000,0,4.9972,-10.2013,5.2264,7.9301,-12.3734,2.9329,-2.1722,3.6497,7.9301,-12.3734,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
0.9229,0.000,0,5.0575,-9.9852,5.2409,8.2782,-14.9760,3.2207,-4.9907,5.9397,8.2782,-14.9760,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
0.9364,0.000,0,5.1322,-9.7662,5.2444,8.2782,-14.9760,3.1460,-5.2098,6.0859,8.2782,-14.9760,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
0.9509,0.000,0,5.2002,-9.5415,5.2594,12.4585,-18.1093,7.2583,-8.5678,11.2290,12.4585,-18.1093,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
0.9637,0.000,0,5.2597,-9.3149,5.2817,12.4585,-18.1093,7.1988,-8.7944,11.3651,12.4585,-18.1093,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
0.9792,0.000,0,5.3325,-9.0823,5.3099,12.6543,-18.6271,7.3218,-9.5448,12.0296,12.6543,-18.6271,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
0.9928,0.000,0,5.3996,-8.8461,5.3459,12.6543,-18.6271,7.2546,-9.7810,12.1778,12.6543,-18.6271,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.0063,0.000,0,5.4785,-8.6083,5.3728,12.6543,-18.6271,7.1757,-10.0188,12.3234,12.6543,-18.6271,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.0200,0.000,0,5.5513,-8.3629,5.4091,12.7920,-18.5660,7.2407,-10.2031,12.5112,12.7920,-18.5660,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.0331,0.000,0,5.6335,-8.1095,5.4442,12.7920,-18.5660,7.1585,-10.4565,12.6721,12.7920,-18.5660,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.0476,0.000,0,5.7081,-7.8478,5.4750,12.9784,-18.8602,7.2702,-11.0124,13.1958,12.9784,-18.8602,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.0616,0.000,0,5.7909,-7.5807,5.5015,12.9784,-18.8602,7.1874,-11.2795,13.3748,12.9784,-18.8602,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.0761,0.000,0,5.8775,-7.3084,5.5248,12.9784,-18.8602,7.1008,-11.5518,13.5597,12.9784,-18.8602,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.0900,0.000,0,5.9700,-7.0522,5.5465,12.6167,-19.4492,6.6467,-12.3970,14.0664,12.6167,-19.4492,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.1029,0.000,0,6.0692,-6.8140,5.5692,12.6167,-19.4492,6.5476,-12.6352,14.2309,12.6167,-19.4492,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.1176,0.000,0,6.1636,-6.5887,5.6038,12.4880,-19.5061,6.3244,-12.9174,14.3826,12.4880,-19.5061,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.1310,0.000,0,6.2628,-6.3730,5.6343,12.4880,-19.5061,6.2252,-13.1331,14.5338,12.4880,-19.5061,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.1464,0.000,0,6.3622,-6.1570,5.6680,12.7671,-20.0826,6.4049,-13.9256,15.3279,12.7671,-20.0826,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.1588,0.000,0,6.4560,-5.9312,5.6977,12.7671,-20.0826,6.3111,-14.1515,15.4950,12.7671,-20.0826,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.1730,0.000,0,6.5615,-5.6973,5.7091,12.7671,-20.0826,6.2056,-14.3853,15.6668,12.7671,-20.0826,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.1869,0.000,0,6.6839,-5.4570,5.7157,13.1195,-21.0662,6.4356,-15.6092,16.8838,13.1195,-21.0662,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.2006,0.000,0,6.8297,-5.2156,5.7146,13.1195,-21.0662,6.2898,-15.8506,17.0529,13.1195,-21.0662,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.2152,0.000,0,6.9972,-4.9568,5.7295,17.2863,-22.0010,10.2891,-17.0443,19.9091,17.2863,-22.0010,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.2289,0.000,0,7.1820,-4.6947,5.7628,17.2863,-22.0010,10.1043,-17.3063,20.0401,17.2863,-22.0010,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.2430,0.000,0,7.3724,-4.4167,5.8166,17.2863,-22.0010,9.9139,-17.5844,20.1865,17.2863,-22.0010,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.2566,0.000,0,7.5656,-4.1233,5.8792,21.7585,-22.3957,14.1929,-18.2724,23.1369,21.7585,-22.3957,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.2704,0.000,0,7.7785,-3.8319,5.9265,21.7585,-22.3957,13.9800,-18.5638,23.2391,21.7585,-22.3957,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.2841,0.000,0,7.9974,-3.5344,5.9741,22.2253,-22.5167,14.2280,-18.9823,23.7226,22.2253,-22.5167,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.2979,0.000,0,8.2346,-3.2531,6.0167,22.2253,-22.5167,13.9907,-19.2636,23.8081,22.2253,-22.5167,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.3124,0.000,0,8.4769,-2.9883,6.0483,21.4270,-23.1028,12.9501,-20.1145,23.9228,21.4270,-23.1028,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.3259,0.000,0,8.7445,-2.7423,6.0791,21.4270,-23.1028,12.6825,-20.3605,23.9874,21.4270,-23.1028,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.3396,0.000,0,9.0091,-2.5150,6.1358,21.4270,-23.1028,12.4179,-20.5878,24.0429,21.4270,-23.1028,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.3536,0.000,0,9.2770,-2.3102,6.2291,21.8316,-23.7125,12.5546,-21.4023,24.8129,21.8316,-23.7125,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.3673,0.000,0,9.5377,-2.1115,6.3605,21.8316,-23.7125,12.2939,-21.6011,24.8545,21.8316,-23.7125,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.3817,0.000,0,9.8030,-1.9128,6.4773,22.1633,-24.0277,12.3602,-22.1149,25.3346,22.1633,-24.0277,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.3953,0.000,0,10.0841,-1.7214,6.5729,22.1633,-24.0277,12.0792,-22.3062,25.3668,22.1633,-24.0277,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.4097,0.000,0,10.3638,-1.5233,6.6316,22.1633,-24.0277,11.7995,-22.5043,25.4101,22.1633,-24.0277,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.4230,0.000,0,10.6444,-1.3323,6.6777,22.1500,-23.5954,11.5056,-22.2631,25.0604,22.1500,-23.5954,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.4370,0.000,0,10.9148,-1.1450,6.7376,22.1500,-23.5954,11.2352,-22.4504,25.1048,22.1500,-23.5954,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.4507,0.000,0,11.1703,-0.9638,6.8151,22.0358,-23.8495,10.8654,-22.8858,25.3341,22.0358,-23.8495,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.4642,0.000,0,11.4393,-0.7913,6.8874,22.0358,-23.8495,10.5965,-23.0582,25.3765,22.0358,-23.8495,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.4792,0.000,0,11.7021,-0.6366,6.9342,22.7970,-24.2612,11.0949,-23.6246,26.1002,22.7970,-24.2612,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.4928,0.000,0,11.9658,-0.5142,6.9519,22.7970,-24.2612,10.8311,-23.7470,26.1005,22.7970,-24.2612,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.5074,1.200,36,12.2178,-0.4085,6.9410,22.7970,-24.2612,10.5791,-23.8527,26.0935,22.7970,-24.2612,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.5203,1.200,36,12.4730,-0.3340,6.8943,30.0444,-25.6042,17.5715,-25.2702,30.7789,30.0444,-25.6042,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.5348,1.233,37,12.7166,-0.3134,6.8120,30.0444,-25.6042,17.3278,-25.2908,30.6574,30.0444,-25.6042,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.5487,1.233,37,12.9530,-0.3261,6.6883,30.7141,-25.8632,17.7611,-25.5371,31.1063,30.7141,-25.8632,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.5612,1.233,37,13.1578,-0.3601,6.5746,30.7141,-25.8632,17.5564,-25.5031,30.9618,30.7141,-25.8632,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.5767,1.267,38,13.3242,-0.3919,6.4773,30.8759,-25.9711,17.5517,-25.5792,31.0219,30.8759,-25.9711,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.5900,1.267,38,13.4643,-0.3920,6.3907,30.8759,-25.9711,17.4116,-25.5791,30.9427,30.8759,-25.9711,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.6036,1.300,39,13.5848,-0.3710,6.3171,30.8759,-25.9711,17.2911,-25.6001,30.8925,30.8759,-25.9711,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.6178,1.300,39,13.6931,-0.3179,6.2315,30.6265,-25.6781,16.9334,-25.3602,30.4939,30.6265,-25.6781,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.6322,1.333,40,13.7925,-0.2623,6.1487,30.6265,-25.6781,16.8340,-25.4158,30.4852,30.6265,-25.6781,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.6461,1.333,40,13.8782,-0.2102,6.0848,30.8319,-25.7278,16.9536,-25.5176,30.6361,30.8319,-25.7278,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.6588,1.333,40,13.9387,-0.1602,6.0600,30.8319,-25.7278,16.8932,-25.5675,30.6444,30.8319,-25.7278,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.6742,1.367,41,13.9879,-0.1108,6.0543,30.8319,-25.7278,16.8440,-25.6170,30.6586,30.8319,-25.7278,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.6869,1.367,41,14.0202,-0.0626,6.0718,30.8948,-25.7556,16.8746,-25.6930,30.7389,30.8948,-25.7556,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.7000,1.400,42,14.0428,-0.0107,6.0942,30.8948,-25.7556,16.8520,-25.7449,30.7699,30.8948,-25.7556,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.7152,1.400,42,14.0539,0.0445,6.1167,31.0297,-25.8835,16.9758,-25.9279,30.9909,31.0297,-25.8835,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.7286,1.400,42,14.0576,0.0960,6.1356,31.0297,-25.8835,16.9721,-25.9795,31.0320,31.0297,-25.8835,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.7430,1.433,43,14.0558,0.1405,6.1468,31.0297,-25.8835,16.9739,-26.0240,31.0703,31.0297,-25.8835,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.7566,1.433,43,14.0384,0.1817,6.1548,30.9929,-25.7867,16.9545,-25.9684,31.0131,30.9929,-25.7867,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.7703,1.467,44,14.0188,0.2193,6.1504,30.9929,-25.7867,16.9742,-26.0061,31.0554,30.9929,-25.7867,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.7843,1.467,44,13.9969,0.2561,6.1427,21.6866,-27.1126,7.6897,-27.3687,28.4284,21.6866,-27.1126,0.8283,0.7666,0,0,1,0.008,0.000,0.178,0.172,0.011,0.001,0.063,0.0530
1.7987,1.500,45,13.9812,0.2892,6.1480,21.6866,-27.1126,7.7054,-27.4018,28.4646,21.6866,-27.1126,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.8127,1.500,45,13.9775,0.2995,6.1963,21.1335,-27.4218,7.1560,-27.7213,28.6300,21.1335,-27.4218,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.8258,1.500,45,13.9915,0.3149,6.2984,21.1335,-27.4218,7.1421,-27.7367,28.6414,21.1335,-27.4218,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.8402,1.533,46,14.0218,0.3140,6.4638,21.1335,-27.4218,7.1118,-27.7358,28.6330,21.1335,-27.4218,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.8540,1.533,46,14.0852,0.3152,6.6861,20.8244,-27.8176,6.7392,-28.1328,28.9287,20.8244,-27.8176,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.8673,1.567,47,14.1694,0.2987,6.9454,20.8244,-27.8176,6.6550,-28.1163,28.8931,20.8244,-27.8176,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.8815,1.567,47,14.2712,0.2854,7.2869,20.9205,-27.6134,6.6493,-27.8988,28.6802,20.9205,-27.6134,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.8951,1.567,47,14.3884,0.2781,7.6685,20.9205,-27.6134,6.5321,-27.8915,28.6462,20.9205,-27.6134,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.9099,1.600,48,14.5178,0.3046,8.0418,20.9205,-27.6134,6.4027,-27.9180,28.6428,20.9205,-27.6134,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.9232,1.600,48,14.7107,0.3404,8.3685,20.9478,-27.5918,6.2371,-27.9322,28.6201,20.9478,-27.5918,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.9370,1.633,49,14.9666,0.3967,8.6184,20.9478,-27.5918,5.9812,-27.9884,28.6204,20.9478,-27.5918,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.9503,1.633,49,15.2828,0.4716,8.8021,21.5395,-27.1596,6.2567,-27.6312,28.3307,21.5395,-27.1596,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
1.9641,1.667,50,15.6448,0.5625,8.9272,21.5395,-27.1596,5.8947,-27.7221,28.3419,21.5395,-27.1596,0.7794,0.7234,0,0,1,0.011,0.006,0.239,0.236,0.021,0.003,0.059,0.0576
