Timestamp,PlaybackTime,VideoFrame,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z,EulerYaw,EulerPitch,EulerRoll,VelYaw,VelPitch,VelRoll
52.0962,51.767,1553,0.027361,0.553174,0.055459,0.830767,-0.035633,1.078036,-0.265818,67.2601,-0.9108,7.0326,23.9023,-4.2790,-9.9516
52.1112,51.800,1554,0.026605,0.555568,0.054841,0.829234,-0.035391,1.078264,-0.266048,67.5841,-0.9633,6.9227,21.5854,-3.4959,-7.3151
52.1243,51.800,1554,0.025885,0.557804,0.054350,0.827787,-0.035144,1.078457,-0.266256,67.8873,-1.0187,6.8272,23.2097,-4.2430,-7.3111
52.1377,51.833,1555,0.025359,0.559990,0.053973,0.826350,-0.034928,1.078652,-0.266382,68.1857,-1.0622,6.7550,22.2216,-3.2409,-5.3804
52.1513,51.833,1555,0.024953,0.561961,0.053649,0.825045,-0.034725,1.078822,-0.266450,68.4556,-1.0957,6.6955,19.9189,-2.4685,-4.3924
52.1648,51.867,1556,0.024708,0.563685,0.053343,0.823895,-0.034542,1.079009,-0.266500,68.6930,-1.1130,6.6484,17.5191,-1.2770,-3.4758
52.1802,51.867,1556,0.024723,0.565208,0.052954,0.822876,-0.034340,1.079233,-0.266597,68.9045,-1.0985,6.6104,13.7520,0.9425,-2.4692
52.1936,51.867,1556,0.025005,0.566537,0.052579,0.821977,-0.034242,1.079265,-0.266562,69.0912,-1.0583,6.5915,13.9063,2.9932,-1.4076
52.2086,51.900,1557,0.025499,0.567652,0.052237,0.821214,-0.034190,1.079213,-0.266522,69.2497,-0.9984,6.5899,10.5523,3.9898,-0.1078
52.2211,51.900,1557,0.026219,0.568632,0.051897,0.820535,-0.034189,1.079098,-0.266473,69.3912,-0.9164,6.6036,11.3652,6.5833,1.0990
52.2351,51.933,1558,0.027051,0.569437,0.051520,0.819973,-0.034233,1.078907,-0.266429,69.5093,-0.8201,6.6215,8.4125,6.8609,1.2786
52.2487,51.933,1558,0.027903,0.570115,0.051075,0.819501,-0.034326,1.078638,-0.266382,69.6101,-0.7164,6.6346,7.4414,7.6532,0.9680
52.2626,51.933,1558,0.028681,0.570772,0.050531,0.819051,-0.034465,1.078314,-0.266320,69.7074,-0.6132,6.6337,6.9929,7.4189,-0.0632
52.2778,51.967,1559,0.029408,0.571399,0.050000,0.818620,-0.034702,1.077938,-0.266220,69.8005,-0.5152,6.6310,6.1000,6.4180,-0.1803
52.2908,51.967,1559,0.029983,0.572027,0.049545,0.818188,-0.034871,1.077682,-0.266145,69.8926,-0.4365,6.6255,7.1185,6.0825,-0.4208
52.3041,52.000,1560,0.030518,0.572770,0.049220,0.817668,-0.035063,1.077487,-0.266150,70.0004,-0.3710,6.6298,8.1038,4.9220,0.3167
52.3189,52.000,1560,0.030772,0.573592,0.049004,0.817095,-0.035234,1.077276,-0.266128,70.1172,-0.3398,6.6258,7.9075,2.1157,-0.2651
52.3329,52.033,1561,0.030926,0.574483,0.048903,0.816469,-0.035431,1.077170,-0.266153,70.2430,-0.3259,6.6261,8.9582,0.9891,0.0173
52.3469,52.033,1561,0.030786,0.575454,0.048893,0.815791,-0.035633,1.077144,-0.266185,70.3779,-0.3462,6.6155,9.6109,-1.4457,-0.7525
52.3599,52.033,1561,0.030576,0.576405,0.048906,0.815126,-0.035843,1.077142,-0.266214,70.5094,-0.3743,6.6025,10.1616,-2.1698,-1.0049
52.3746,52.067,1562,0.030284,0.577388,0.048911,0.814441,-0.036081,1.077150,-0.266241,70.6450,-0.4099,6.5831,9.1798,-2.4091,-1.3121
52.3879,52.067,1562,0.030043,0.578324,0.048745,0.813795,-0.036342,1.077137,-0.266257,70.7745,-0.4287,6.5511,9.7380,-1.4197,-2.4085
52.4021,52.100,1563,0.029933,0.579301,0.048415,0.813124,-0.036731,1.077037,-0.266268,70.9109,-0.4249,6.5123,9.6277,0.2737,-2.7364
52.4163,52.100,1563,0.029901,0.580317,0.047953,0.812428,-0.037116,1.076941,-0.266266,71.0536,-0.4052,6.4666,10.0771,1.3922,-3.2282
52.4294,52.100,1563,0.029945,0.581321,0.047298,0.811747,-0.037463,1.076721,-0.266310,71.1951,-0.3653,6.4079,10.7402,3.0208,-4.4550
52.4446,52.133,1564,0.030144,0.582402,0.046528,0.811009,-0.038035,1.076573,-0.266351,71.3489,-0.3038,6.3489,10.1603,4.0625,-3.8988
52.4580,52.133,1564,0.030547,0.583485,0.045809,0.810256,-0.038617,1.076383,-0.266350,71.5046,-0.2267,6.3085,11.5955,5.7455,-3.0044
52.4721,52.167,1565,0.031204,0.584460,0.045275,0.809557,-0.039239,1.076173,-0.266405,71.6472,-0.1375,6.3027,10.1565,6.3565,-0.4193
52.4857,52.167,1565,0.032009,0.585304,0.045006,0.808931,-0.039933,1.076005,-0.266428,71.7725,-0.0515,6.3317,9.1663,6.2902,2.1250
52.5000,52.200,1566,0.032865,0.586061,0.045012,0.808348,-0.040628,1.075736,-0.266436,71.8862,0.0214,6.3899,7.9573,5.0983,4.0715
52.5137,52.200,1566,0.033674,0.586761,0.045124,0.807800,-0.041457,1.075581,-0.266409,71.9917,0.0830,6.4548,7.7143,4.5117,4.7487
52.5270,52.200,1566,0.034237,0.587370,0.045498,0.807313,-0.042245,1.075313,-0.266352,72.0824,0.1049,6.5276,6.8171,1.6441,5.4720
52.5416,52.233,1567,0.034664,0.587890,0.045908,0.806893,-0.043056,1.075137,-0.266323,72.1595,0.1124,6.5946,5.2646,0.5115,4.5743
52.5551,52.233,1567,0.034837,0.588383,0.046258,0.806506,-0.043984,1.074956,-0.266272,72.2308,0.1007,6.6389,5.3085,-0.8704,3.2962
52.5687,52.267,1568,0.034870,0.588821,0.046587,0.806166,-0.044922,1.074815,-0.266231,72.2930,0.0779,6.6716,4.5541,-1.6704,2.3981
52.5824,52.267,1568,0.034874,0.589165,0.046946,0.805894,-0.045857,1.074671,-0.266188,72.3419,0.0510,6.7052,3.5725,-1.9639,2.4513
52.5963,52.267,1568,0.034866,0.589449,0.047340,0.805663,-0.046906,1.074561,-0.266164,72.3820,0.0212,6.7411,2.8854,-2.1407,2.5833
52.6113,52.300,1569,0.034857,0.589746,0.047760,0.805422,-0.047941,1.074449,-0.266164,72.4240,-0.0105,6.7795,2.7983,-2.1159,2.5539
52.6244,52.300,1569,0.034770,0.590075,0.048143,0.805162,-0.049027,1.074394,-0.266132,72.4700,-0.0472,6.8090,3.5152,-2.8084,2.2585
52.6379,52.333,1570,0.034577,0.590501,0.048430,0.804840,-0.050073,1.074411,-0.266047,72.5288,-0.0881,6.8224,4.3446,-3.0203,0.9925
52.6522,52.333,1570,0.034213,0.591026,0.048668,0.804456,-0.051150,1.074501,-0.265979,72.6003,-0.1423,6.8196,5.0064,-3.7906,-0.1952
52.6658,52.367,1571,0.033656,0.591609,0.049023,0.804029,-0.052219,1.074633,-0.265955,72.6785,-0.2225,6.8145,5.7680,-5.9234,-0.3809
52.6799,52.367,1571,0.033004,0.592222,0.049530,0.803574,-0.053322,1.074843,-0.265927,72.7601,-0.3222,6.8168,5.7635,-7.0388,0.1672
52.6929,52.367,1571,0.032226,0.592835,0.050121,0.803116,-0.054398,1.075099,-0.265906,72.8410,-0.4391,6.8182,6.2518,-9.0354,0.1061
52.7087,52.400,1572,0.031367,0.593414,0.050888,0.802674,-0.055479,1.075382,-0.265852,72.9165,-0.5753,6.8301,4.7567,-8.5788,0.7508
52.7213,52.400,1572,0.030426,0.594051,0.051586,0.802195,-0.056537,1.075650,-0.265788,72.9996,-0.7147,6.8299,6.6080,-11.0922,-0.0196
52.7354,52.433,1573,0.029396,0.594695,0.052217,0.801715,-0.057576,1.075964,-0.265695,73.0834,-0.8579,6.8172,5.9707,-10.1978,-0.9035
52.7488,52.433,1573,0.028238,0.595452,0.052717,0.801162,-0.058723,1.076253,-0.265531,73.1825,-1.0047,6.7834,7.3818,-10.9341,-2.5192
52.7622,52.433,1573,0.026915,0.596298,0.052977,0.800561,-0.059754,1.076566,-0.265335,73.2937,-1.1509,6.7159,8.2784,-10.8886,-5.0251
52.7772,52.467,1574,0.025489,0.597229,0.053221,0.799897,-0.060768,1.076840,-0.265086,73.4166,-1.3061,6.6393,8.1916,-10.3354,-5.0994
52.7910,52.467,1574,0.024207,0.598187,0.053406,0.799208,-0.061781,1.077144,-0.264860,73.5450,-1.4440,6.5669,9.3042,-10.0000,-5.2500
52.8051,52.500,1575,0.023006,0.599128,0.053685,0.798521,-0.062807,1.077420,-0.264613,73.6717,-1.5808,6.5083,9.0250,-9.7457,-4.1747
52.8185,52.500,1575,0.021993,0.600014,0.053994,0.797862,-0.063823,1.077711,-0.264311,73.7922,-1.7019,6.4653,8.9767,-9.0136,-3.2025
52.8328,52.533,1576,0.021159,0.600802,0.054340,0.797268,-0.064814,1.078021,-0.263959,73.8999,-1.8084,6.4379,7.5401,-7.4551,-1.9170
52.8474,52.533,1576,0.020413,0.601527,0.054752,0.796712,-0.065812,1.078283,-0.263544,73.9993,-1.9108,6.4228,6.7828,-6.9938,-1.0325
52.8604,52.533,1576,0.019818,0.602141,0.055143,0.796237,-0.066809,1.078581,-0.263103,74.0836,-1.9971,6.4161,6.5189,-6.6675,-0.5142
52.8752,52.567,1577,0.019401,0.602658,0.055671,0.795819,-0.067750,1.078822,-0.262593,74.1552,-2.0758,6.4345,4.8053,-5.2869,1.2313
52.8883,52.567,1577,0.019235,0.603117,0.056248,0.795435,-0.068746,1.079022,-0.262075,74.2197,-2.1346,6.4746,4.9422,-4.5023,3.0720
52.9010,52.600,1578,0.019185,0.603523,0.056887,0.795082,-0.069712,1.079117,-0.261522,74.2774,-2.1868,6.5287,4.5403,-4.1130,4.2610
52.9158,52.600,1578,0.019236,0.603842,0.057527,0.794793,-0.070686,1.079087,-0.260948,74.3230,-2.2292,6.5899,3.0904,-2.8657,4.1430
52.9297,52.600,1578,0.019380,0.604116,0.058139,0.794537,-0.071664,1.079021,-0.260351,74.3627,-2.2609,6.6551,2.8498,-2.2785,4.6844
52.9447,52.633,1579,0.019653,0.604337,0.058716,0.794319,-0.072650,1.078924,-0.259749,74.3956,-2.2780,6.7262,2.1956,-1.1382,4.7388
52.9580,52.633,1579,0.020037,0.604482,0.059507,0.794141,-0.073614,1.078867,-0.259129,74.4180,-2.2991,6.8248,1.6823,-1.5917,7.4088
52.9722,52.667,1580,0.020593,0.604531,0.060518,0.794013,-0.074581,1.078818,-0.258536,74.4276,-2.3193,6.9556,0.6746,-1.4224,9.2399
52.9856,52.667,1580,0.021219,0.604530,0.061675,0.793908,-0.075489,1.078845,-0.257950,74.4303,-2.3427,7.1050,0.2023,-1.7455,11.1229
52.9994,52.700,1581,0.021675,0.604516,0.062897,0.793811,-0.076474,1.078815,-0.257439,74.4300,-2.3861,7.2485,-0.0194,-3.1438,10.4012
53.0132,52.700,1581,0.021943,0.604494,0.064041,0.793728,-0.077394,1.078838,-0.256908,74.4276,-2.4411,7.3719,-0.1737,-3.9867,8.9449
53.0270,52.700,1581,0.022008,0.604438,0.065047,0.793687,-0.078265,1.078963,-0.256334,74.4191,-2.5046,7.4686,-0.6162,-4.6062,7.0139
53.0418,52.733,1582,0.021775,0.604422,0.065923,0.793634,-0.079152,1.079144,-0.255702,74.4146,-2.5866,7.5328,-0.3058,-5.5496,4.3447
53.0544,52.733,1582,0.021299,0.604351,0.066823,0.793625,-0.079998,1.079412,-0.255069,74.4006,-2.6917,7.5826,-1.1004,-8.2813,3.9262
53.0687,52.767,1583,0.020691,0.604345,0.067723,0.793570,-0.080783,1.079730,-0.254445,74.3951,-2.8095,7.6229,-0.3900,-8.2500,2.8237
53.0823,52.767,1583,0.019895,0.604368,0.068716,0.793487,-0.081551,1.080147,-0.253816,74.3926,-2.9513,7.6589,-0.1802,-10.4595,2.6535
53.0956,52.767,1583,0.019035,0.604385,0.069771,0.793403,-0.082254,1.080590,-0.253189,74.3889,-3.1031,7.6961,-0.2815,-11.4083,2.7978
53.1105,52.800,1584,0.017985,0.604523,0.070868,0.793225,-0.082871,1.081116,-0.252599,74.4013,-3.2762,7.7236,0.8366,-11.6291,1.8440
53.1238,52.800,1584,0.016840,0.604740,0.071956,0.792987,-0.083415,1.081654,-0.251992,74.4249,-3.4582,7.7432,1.7729,-13.6766,1.4750
53.1383,52.833,1585,0.015634,0.605049,0.072923,0.792688,-0.083968,1.082178,-0.251390,74.4617,-3.6383,7.7471,2.5320,-12.3950,0.2650
53.1513,52.833,1585,0.014575,0.605371,0.073889,0.792373,-0.084535,1.082668,-0.250759,74.5013,-3.8051,7.7609,3.0578,-12.8892,1.0710
53.1653,52.867,1586,0.013625,0.605807,0.074738,0.791976,-0.085054,1.083079,-0.250115,74.5583,-3.9550,7.7709,4.0603,-10.6826,0.7084
53.1799,52.867,1586,0.012892,0.606253,0.075667,0.791559,-0.085525,1.083441,-0.249506,74.6177,-4.0908,7.8030,4.0578,-9.2688,2.1958
53.1934,52.867,1586,0.012390,0.606744,0.076558,0.791105,-0.085985,1.083706,-0.248915,74.6849,-4.2035,7.8473,4.9994,-8.3909,3.2957
53.2087,52.900,1587,0.012086,0.607340,0.077235,0.790587,-0.086442,1.083946,-0.248317,74.7685,-4.2844,7.8851,5.4400,-5.2599,2.4567
53.2210,52.900,1587,0.011978,0.608012,0.077790,0.790017,-0.086893,1.084057,-0.247732,74.8644,-4.3396,7.9247,7.8525,-4.5250,3.2452
53.2343,52.933,1588,0.012152,0.608744,0.078099,0.789420,-0.087269,1.084097,-0.247191,74.9707,-4.3529,7.9610,7.9885,-0.9977,2.7319
53.2483,52.933,1588,0.012754,0.609515,0.078228,0.788802,-0.087710,1.084067,-0.246692,75.0850,-4.3151,8.0105,8.1402,2.6913,3.5248
53.2625,52.933,1588,0.013624,0.610448,0.078126,0.788076,-0.088099,1.083917,-0.246194,75.2245,-4.2386,8.0568,9.8567,5.4030,3.2697
53.2776,52.967,1589,0.014742,0.611415,0.077852,0.787333,-0.088526,1.083720,-0.245692,75.3708,-4.1281,8.1047,9.6623,7.3004,3.1659
53.2910,52.967,1589,0.016097,0.612395,0.077386,0.786591,-0.088940,1.083445,-0.245225,75.5207,-3.9829,8.1520,11.1636,10.8136,3.5226
53.3047,53.000,1590,0.017601,0.613438,0.076817,0.785801,-0.089368,1.083128,-0.244754,75.6812,-3.8177,8.2004,11.7428,12.0781,3.5353
53.3187,53.000,1590,0.019143,0.614442,0.076043,0.785056,-0.089813,1.082778,-0.244290,75.8369,-3.6345,8.2335,11.0929,13.0544,2.3618
53.3320,53.033,1591,0.020623,0.615444,0.075232,0.784311,-0.090266,1.082415,-0.243836,75.9927,-3.4543,8.2594,11.7059,13.5390,1.9477
53.3472,53.033,1591,0.022067,0.616433,0.074257,0.783587,-0.090688,1.082058,-0.243365,76.1468,-3.2657,8.2686,10.1830,12.4657,0.6048
53.3597,53.033,1591,0.023459,0.617472,0.073232,0.782825,-0.091097,1.081705,-0.242889,76.3083,-3.0787,8.2697,12.8380,14.8689,0.0911
53.3754,53.067,1592,0.024855,0.618475,0.072207,0.782085,-0.091495,1.081369,-0.242413,76.4650,-2.8911,8.2720,10.0347,12.0039,0.1414
53.3883,53.067,1592,0.026183,0.619464,0.071389,0.781334,-0.091950,1.081032,-0.241956,76.6193,-2.7243,8.2886,11.9228,12.8939,1.2899
53.4006,53.100,1593,0.027534,0.620325,0.070778,0.780659,-0.092383,1.080756,-0.241505,76.7555,-2.5690,8.3265,11.0458,12.5990,3.0667
53.4159,53.100,1593,0.028713,0.621053,0.070533,0.780060,-0.092816,1.080497,-0.241044,76.8710,-2.4538,8.3858,7.5665,7.5480,3.8879
53.4299,53.100,1593,0.029764,0.621687,0.070465,0.779522,-0.093254,1.080326,-0.240545,76.9718,-2.3619,8.4526,7.1810,6.5478,4.7589
53.4443,53.133,1594,0.030393,0.622096,0.070595,0.779160,-0.093653,1.080184,-0.239990,77.0365,-2.3195,8.5079,4.4936,2.9407,3.8387
53.4578,53.133,1594,0.030834,0.622317,0.070812,0.778946,-0.094076,1.080076,-0.239424,77.0723,-2.2981,8.5582,2.6665,1.5932,3.7496
53.4716,53.167,1595,0.031229,0.622315,0.071000,0.778914,-0.094469,1.079981,-0.238901,77.0751,-2.2764,8.6033,0.2041,1.5752,3.2652
53.4851,53.167,1595,0.031484,0.622122,0.071081,0.779051,-0.094906,1.079856,-0.238395,77.0488,-2.2573,8.6293,-1.9403,1.4099,1.9191
53.4988,53.200,1596,0.031840,0.621751,0.071098,0.779332,-0.095366,1.079783,-0.237839,76.9975,-2.2227,8.6573,-3.7573,2.5313,2.0490
53.5137,53.200,1596,0.032161,0.621317,0.071008,0.779672,-0.095839,1.079741,-0.237262,76.9368,-2.1828,8.6733,-4.0738,2.6783,1.0761
53.5269,53.200,1596,0.032449,0.620774,0.070952,0.780098,-0.096312,1.079725,-0.236690,76.8598,-2.1470,8.6903,-5.8374,2.7176,1.2865
53.5413,53.233,1597,0.032564,0.620184,0.070962,0.780561,-0.096763,1.079700,-0.236117,76.7747,-2.1310,8.7009,-5.9110,1.1123,0.7364
53.5549,53.233,1597,0.032500,0.619520,0.070933,0.781094,-0.097202,1.079726,-0.235565,76.6772,-2.1271,8.6955,-7.1311,0.2790,-0.3899
53.5687,53.267,1598,0.032262,0.618766,0.070955,0.781699,-0.097595,1.079677,-0.235006,76.5653,-2.1417,8.6827,-8.1145,-1.0553,-0.9347
53.5822,53.267,1598,0.031892,0.617944,0.070999,0.782360,-0.098040,1.079745,-0.234477,76.4423,-2.1689,8.6627,-9.1534,-2.0273,-1.4879
53.5953,53.267,1598,0.031445,0.617113,0.071051,0.783029,-0.098425,1.079834,-0.234005,76.3176,-2.2034,8.6380,-9.4653,-2.6181,-1.8724
53.6112,53.300,1599,0.030893,0.616247,0.071085,0.783730,-0.098763,1.079903,-0.233569,76.1870,-2.2458,8.6045,-8.2264,-2.6712,-2.1105
53.6243,53.300,1599,0.030398,0.615392,0.071061,0.784423,-0.099122,1.079991,-0.233124,76.0587,-2.2794,8.5699,-9.8271,-2.5701,-2.6518
53.6382,53.333,1600,0.029943,0.614529,0.071020,0.785120,-0.099463,1.080033,-0.232654,75.9297,-2.3079,8.5365,-9.2664,-2.0504,-2.3957
53.6520,53.333,1600,0.029509,0.613580,0.070933,0.785886,-0.099778,1.080047,-0.232186,75.7886,-2.3306,8.5010,-10.2290,-1.6416,-2.5779
53.6650,53.367,1601,0.029158,0.612551,0.070826,0.786712,-0.100118,1.080055,-0.231727,75.6366,-2.3435,8.4695,-11.6373,-0.9930,-2.4079
53.6804,53.367,1601,0.028812,0.611375,0.070611,0.787658,-0.100426,1.080067,-0.231287,75.4638,-2.3470,8.4292,-11.2386,-0.2222,-2.6178
53.6935,53.367,1601,0.028505,0.610095,0.070385,0.788681,-0.100680,1.080086,-0.230811,75.2764,-2.3452,8.3909,-14.3464,0.1332,-2.9384
53.7086,53.400,1602,0.028101,0.608745,0.070102,0.789763,-0.100948,1.080072,-0.230354,75.0785,-2.3476,8.3409,-13.0751,-0.1573,-3.3018
53.7211,53.400,1602,0.027699,0.607268,0.069692,0.790950,-0.101231,1.080040,-0.229921,74.8626,-2.3398,8.2799,-17.3346,0.6225,-4.9020
53.7347,53.433,1603,0.027265,0.605747,0.069222,0.792172,-0.101442,1.079979,-0.229452,74.6405,-2.3306,8.2111,-16.2439,0.6741,-5.0267
53.7487,53.433,1603,0.026878,0.604060,0.068683,0.793519,-0.101653,1.079971,-0.228990,74.3955,-2.3108,8.1398,-17.6113,1.4254,-5.1247
53.7617,53.433,1603,0.026450,0.602307,0.068108,0.794914,-0.101847,1.079950,-0.228499,74.1410,-2.2921,8.0625,-19.4836,1.4322,-5.9160
53.7777,53.467,1604,0.025811,0.600426,0.067404,0.796417,-0.102025,1.079916,-0.227975,73.8671,-2.2827,7.9592,-17.1255,0.5878,-6.4626
53.7907,53.467,1604,0.025264,0.598376,0.066633,0.798040,-0.102183,1.079873,-0.227456,73.5705,-2.2591,7.8565,-22.9234,1.8208,-7.9345
53.8042,53.500,1605,0.024732,0.596201,0.065831,0.799750,-0.102362,1.079841,-0.226919,73.2567,-2.2315,7.7522,-23.1622,2.0360,-7.7005
53.8186,53.500,1605,0.024368,0.593738,0.065208,0.801642,-0.102538,1.079776,-0.226378,72.9036,-2.1986,7.6765,-24.5095,2.2839,-5.2524
53.8318,53.533,1606,0.023832,0.591142,0.064740,0.803612,-0.102683,1.079751,-0.225906,72.5312,-2.1914,7.6039,-28.2460,0.5509,-5.5072
53.8466,53.533,1606,0.023299,0.588299,0.064304,0.805746,-0.102820,1.079795,-0.225482,72.1248,-2.1842,7.5351,-27.5176,0.4835,-4.6574
53.8605,53.533,1606,0.022596,0.585446,0.063957,0.807869,-0.102986,1.079786,-0.224964,71.7167,-2.1995,7.4633,-29.3268,-1.0965,-5.1621
53.8752,53.567,1607,0.021875,0.582503,0.063614,0.810040,-0.103128,1.079793,-0.224366,71.2970,-2.2163,7.3910,-28.4132,-1.1364,-4.8956
53.8879,53.567,1607,0.021133,0.579439,0.063323,0.812277,-0.103249,1.079775,-0.223786,70.8611,-2.2381,7.3228,-34.3323,-1.7188,-5.3729
53.9013,53.600,1608,0.020457,0.576341,0.063106,0.814512,-0.103388,1.079792,-0.223220,70.4222,-2.2590,7.2662,-32.9845,-1.5688,-4.2520
53.9159,53.600,1608,0.019817,0.573202,0.062964,0.816751,-0.103503,1.079822,-0.222635,69.9790,-2.2816,7.2195,-30.2594,-1.5479,-3.1908
53.9297,53.600,1608,0.019172,0.570134,0.062830,0.818922,-0.103653,1.079857,-0.222075,69.5467,-2.3064,7.1731,-31.3363,-1.7942,-3.3584
53.9450,53.633,1609,0.018538,0.567066,0.062607,0.821080,-0.103787,1.079904,-0.221544,69.1160,-2.3247,7.1194,-28.2315,-1.2000,-3.5239
53.9576,53.633,1609,0.017875,0.564072,0.062388,0.823172,-0.103989,1.079905,-0.221113,68.6963,-2.3471,7.0641,-33.0583,-1.7644,-4.3505
53.9725,53.667,1610,0.017302,0.561052,0.062142,0.825264,-0.104149,1.079924,-0.220693,68.2747,-2.3596,7.0124,-28.3099,-0.8381,-3.4714
53.9851,53.667,1610,0.016734,0.558081,0.061778,0.827314,-0.104292,1.079925,-0.220219,67.8612,-2.3650,6.9499,-32.8847,-0.4272,-4.9774
53.9990,53.700,1611,0.016204,0.555288,0.061328,0.829236,-0.104449,1.079939,-0.219756,67.4734,-2.3633,6.8810,-27.8662,0.1206,-4.9490
54.0136,53.700,1611,0.015815,0.552504,0.060940,0.831129,-0.104601,1.079953,-0.219341,67.0886,-2.3527,6.8272,-26.4927,0.7290,-3.7046
54.0271,53.700,1611,0.015447,0.549883,0.060665,0.832893,-0.104772,1.079965,-0.218934,66.7270,-2.3489,6.7849,-26.6847,0.2770,-3.1173
54.0418,53.733,1612,0.015103,0.547232,0.060477,0.834657,-0.104922,1.079994,-0.218570,66.3621,-2.3485,6.7526,-24.9099,0.0313,-2.2037
54.0549,53.733,1612,0.014808,0.544722,0.060354,0.836311,-0.105063,1.080029,-0.218248,66.0174,-2.3488,6.7294,-26.1505,-0.0278,-1.7667
54.0686,53.767,1613,0.014430,0.542313,0.060258,0.837889,-0.105198,1.080063,-0.217993,65.6867,-2.3599,6.7034,-24.1881,-0.8058,-1.8996
54.0817,53.767,1613,0.014029,0.540003,0.060163,0.839393,-0.105332,1.080106,-0.217821,65.3700,-2.3741,6.6758,-24.2471,-1.0935,-2.1136
54.0956,53.767,1613,0.013479,0.537786,0.060071,0.840831,-0.105421,1.080137,-0.217651,65.0656,-2.4039,6.6393,-21.8695,-2.1404,-2.6222
54.1108,53.800,1614,0.012917,0.535730,0.059858,0.842166,-0.105541,1.080169,-0.217433,64.7838,-2.4289,6.5900,-18.4720,-1.6340,-3.2311
54.1240,53.800,1614,0.012398,0.533836,0.059594,0.843395,-0.105645,1.080224,-0.217169,64.5246,-2.4480,6.5381,-19.6586,-1.4537,-3.9362
54.1377,53.833,1615,0.011912,0.531884,0.059295,0.844655,-0.105730,1.080262,-0.216979,64.2582,-2.4618,6.4851,-19.4844,-1.0089,-3.8786
54.1509,53.833,1615,0.011453,0.530099,0.059012,0.845802,-0.105802,1.080298,-0.216820,64.0149,-2.4755,6.4348,-18.4520,-1.0347,-3.8145
54.1649,53.867,1616,0.011097,0.528486,0.058759,0.846834,-0.105862,1.080336,-0.216684,63.7957,-2.4824,6.3933,-15.6190,-0.4935,-2.9573
54.1801,53.867,1616,0.010686,0.527045,0.058526,0.847753,-0.105899,1.080379,-0.216578,63.5996,-2.4973,6.3499,-12.9531,-0.9879,-2.8670
54.1932,53.867,1616,0.010253,0.525726,0.058271,0.848594,-0.105935,1.080386,-0.216507,63.4201,-2.5143,6.3028,-13.6131,-1.2847,-3.5697
54.2085,53.900,1617,0.009916,0.524587,0.058042,0.849318,-0.105963,1.080377,-0.216461,63.2656,-2.5248,6.2635,-10.1308,-0.6880,-2.5747
54.2206,53.900,1617,0.009645,0.523605,0.057743,0.849947,-0.105977,1.080378,-0.216429,63.1325,-2.5261,6.2210,-11.0092,-0.1111,-3.5213
54.2351,53.933,1618,0.009470,0.522781,0.057512,0.850472,-0.105974,1.080382,-0.216408,63.0212,-2.5232,6.1903,-7.6623,0.1996,-2.1081
54.2493,53.933,1618,0.009431,0.522111,0.057242,0.850902,-0.105959,1.080380,-0.216416,62.9314,-2.5060,6.1634,-6.3413,1.2177,-1.8993
54.2626,53.933,1618,0.009509,0.521638,0.057012,0.851207,-0.105944,1.080361,-0.216444,62.8685,-2.4812,6.1470,-4.7256,1.8647,-1.2365
54.2777,53.967,1619,0.009596,0.521389,0.056687,0.851380,-0.105914,1.080339,-0.216493,62.8359,-2.4514,6.1210,-2.1565,1.9677,-1.7192
54.2910,53.967,1619,0.009694,0.521281,0.056418,0.851463,-0.105872,1.080304,-0.216570,62.8221,-2.4250,6.1008,-1.0344,1.9817,-1.5171
54.3046,54.000,1620,0.009779,0.521375,0.056117,0.851424,-0.105827,1.080276,-0.216652,62.8356,-2.3993,6.0761,0.9975,1.8986,-1.8231
54.3186,54.000,1620,0.009885,0.521637,0.055823,0.851282,-0.105782,1.080269,-0.216746,62.8716,-2.3733,6.0528,2.5611,1.8543,-1.6614
54.3323,54.033,1621,0.009965,0.522010,0.055502,0.851073,-0.105730,1.080245,-0.216845,62.9225,-2.3488,6.0251,3.7241,1.7857,-2.0197
54.3469,54.033,1621,0.010057,0.522497,0.055216,0.850792,-0.105650,1.080191,-0.216957,62.9887,-2.3261,6.0012,4.5159,1.5500,-1.6344
54.3597,54.033,1621,0.010273,0.523083,0.054985,0.850444,-0.105567,1.080131,-0.217084,63.0688,-2.2953,5.9899,6.2512,2.4048,-0.8795
54.3751,54.067,1622,0.010504,0.523746,0.054758,0.850048,-0.105478,1.080078,-0.217213,63.1592,-2.2639,5.9798,5.8790,2.0456,-0.6595
54.3881,54.067,1622,0.010799,0.524436,0.054646,0.849626,-0.105388,1.080019,-0.217352,63.2536,-2.2332,5.9848,7.2919,2.3726,0.3853
54.4010,54.100,1623,0.011143,0.525177,0.054576,0.849168,-0.105290,1.079954,-0.217486,63.3550,-2.2007,5.9966,7.8376,2.5047,0.9167
54.4160,54.100,1623,0.011500,0.525838,0.054556,0.848755,-0.105190,1.079883,-0.217619,63.4458,-2.1694,6.0144,6.0475,2.0854,1.1860
54.4294,54.100,1623,0.011812,0.526500,0.054572,0.848340,-0.105114,1.079799,-0.217743,63.5364,-2.1447,6.0331,6.7491,1.8455,1.3920
54.4440,54.133,1624,0.012042,0.527097,0.054630,0.847962,-0.105053,1.079716,-0.217854,63.6180,-2.1301,6.0512,5.6158,1.0021,1.2425
